"Nom","Type","Niveau","Rareté","Prix","Page AoN","Prix vérifié AoN","Prix vérifié (pc)","Fiche AoN vérifiée","Nom AoN retenu","Livre AoN","Édition retenue","Niveau AoN","Date vérification"
"Soothing Tonic (Lesser)","Élixir","2","Common","7 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","7 gp","700","https://2e.aonprd.com/Equipment.aspx?ID=4498&NoRedirect=1","Soothing Tonic (Lesser)","Treasure Vault pg. 60","legacy","2","2026-09-12"
"Spiced Demonade","Élixir","2","Rare","8 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","8 gp","800","https://2e.aonprd.com/Equipment.aspx?ID=3519&NoRedirect=1","Spiced Demonade","Rival Academies pg. 29","source_unique","2","2026-09-12"
"Surging Serum (Minor)","Élixir","2","Common","5 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","5 gp","500","https://2e.aonprd.com/Equipment.aspx?ID=691&NoRedirect=1","Sinew-Shock Serum (Lesser)","Advanced Player's Guide pg. 254","legacy","2","2026-09-12"
"Winterstep Elixir (Minor)","Élixir","2","Uncommon","6 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","6 gp","600","https://2e.aonprd.com/Equipment.aspx?ID=1518&NoRedirect=1","Winterstep Elixir (Minor)","Pathfinder #176: Lost Mammoth Valley pg. 79","source_unique","2","2026-09-12"
"Bendy-Arm Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4491&NoRedirect=1","Choker-Arm Mutagen (Moderate)","Treasure Vault pg. 59","legacy","3","2026-09-12"
"Blood Booster (Lesser)","Élixir","3","Common","9 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","9 gp","900","https://2e.aonprd.com/Equipment.aspx?ID=4490&NoRedirect=1","Blood Booster (Lesser)","Treasure Vault pg. 59","legacy","3","2026-09-12"
"Blood Sight Elixir (Lesser)","Élixir","3","Uncommon","100 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","10 gp","1000","https://2e.aonprd.com/Equipment.aspx?ID=3490&NoRedirect=1","Blood Sight Elixir (Lesser)","Prey for Death pg. 102","remaster_sans_tarif_legacy","3","2026-09-12"
"Cognitive Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=87&NoRedirect=1","Cognitive Mutagen (Moderate)","Core Rulebook pg. 547","legacy","3","2026-09-12"
"Deadweight Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4494&NoRedirect=1","Deadweight Mutagen (Moderate)","Treasure Vault pg. 59","legacy","3","2026-09-12"
"Drakeheart Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=688&NoRedirect=1","Drakeheart Mutagen (Moderate)","Advanced Player's Guide pg. 253","legacy","3","2026-09-12"
"Elixir of Gender Transformation (Moderate)","Élixir","3","Common","8 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","8 gp","800","https://2e.aonprd.com/Equipment.aspx?ID=3307&NoRedirect=1","Elixir of Gender Transformation (Moderate)","Player Core 2 pg. 287","remaster_sans_tarif_legacy","3","2026-09-12"
"Energy Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4495&NoRedirect=1","Energy Mutagen (Moderate)","Treasure Vault pg. 60","legacy","3","2026-09-12"
"Juggernaut Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=94&NoRedirect=1","Juggernaut Mutagen (Moderate)","Core Rulebook pg. 548","legacy","3","2026-09-12"
"Olfactory Obfuscator","Élixir","3","Common","9 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","9 gp","900","https://2e.aonprd.com/Equipment.aspx?ID=690&NoRedirect=1","Olfactory Obfuscator","Advanced Player's Guide pg. 254","source_unique","3","2026-09-12"
"Prey Mutagen (Moderate)","Élixir","3","Rare","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=2672&NoRedirect=1","Prey Mutagen (Moderate)","Pathfinder #194: Cult of the Cave Worm pg. 79","source_unique","3","2026-09-12"
"Quicksilver Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=97&NoRedirect=1","Quicksilver Mutagen (Moderate)","Core Rulebook pg. 549","legacy","3","2026-09-12"
"Sanguine Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4497&NoRedirect=1","Sanguine Mutagen (Moderate)","Treasure Vault pg. 60","legacy","3","2026-09-12"
"Serene Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=100&NoRedirect=1","Serene Mutagen (Moderate)","Core Rulebook pg. 549","legacy","3","2026-09-12"
"Silvertongue Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=101&NoRedirect=1","Silvertongue Mutagen (Moderate)","Core Rulebook pg. 550","legacy","3","2026-09-12"
"Theatrical Mutagen (Moderate)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4501&NoRedirect=1","Theatrical Mutagen (Moderate)","Treasure Vault pg. 61","legacy","3","2026-09-12"
"Vaccine (Lesser)","Élixir","3","Common","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=4502&NoRedirect=1","Vaccine (Lesser)","Treasure Vault pg. 61","legacy","3","2026-09-12"
"War Blood Mutagen (Moderate)","Élixir","3","Uncommon","12 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","12 gp","1200","https://2e.aonprd.com/Equipment.aspx?ID=1549&NoRedirect=1","War Blood Mutagen (Moderate)","Pathfinder #178: Punks in a Powderkeg pg. 77","source_unique","3","2026-09-12"
"Applereed Mutagen (Lesser)","Élixir","4","Rare","20 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","20 gp","2000","https://2e.aonprd.com/Equipment.aspx?ID=783&NoRedirect=1","Applereed Mutagen (Lesser)","Legends pg. 86","source_unique","4","2026-09-12"
"Bomber's Eye Elixir (Lesser)","Élixir","4","Common","14 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","14 gp","1400","https://2e.aonprd.com/Equipment.aspx?ID=83&NoRedirect=1","Bomber's Eye Elixir (Lesser)","Core Rulebook pg. 547","legacy","4","2026-09-12"
"Bottled Catharsis (Lesser)","Élixir","4","Common","15 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","15 gp","1500","https://2e.aonprd.com/Equipment.aspx?ID=689&NoRedirect=1","Focus Cathartic (Moderate)","Advanced Player's Guide pg. 254","legacy","4","2026-09-12"
"Capsaicin Tonic","Élixir","4","Uncommon","17 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","17 gp","1700","https://2e.aonprd.com/Equipment.aspx?ID=903&NoRedirect=1","Capsaicin Tonic","Troubles in Otari pg. 60","source_unique","4","2026-09-12"
"Cooling Elixir (Lesser)","Élixir","4","Common","15 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","15 gp","1500","https://2e.aonprd.com/Equipment.aspx?ID=98&NoRedirect=1","Salamander Elixir (Lesser)","Core Rulebook pg. 549","legacy","4","2026-09-12"
"Darkvision Elixir (Moderate)","Élixir","4","Common","11 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","11 gp","1100","https://2e.aonprd.com/Equipment.aspx?ID=89&NoRedirect=1","Darkvision Elixir (Moderate)","Core Rulebook pg. 547","legacy","4","2026-09-12"
"Lesser Elixir of the Peaks","Élixir","4","Rare","1 gp, 5 sp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","1 gp, 5 sp","150","https://2e.aonprd.com/Equipment.aspx?ID=4042&NoRedirect=1","Lesser Elixir of the Peaks","Pathfinder #219: Lord of the Trinity Star pg. 69","source_unique","4","2026-09-12"
"Mistform Elixir (Lesser)","Élixir","4","Common","18 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","18 gp","1800","https://2e.aonprd.com/Equipment.aspx?ID=96&NoRedirect=1","Mistform Elixir (Lesser)","Core Rulebook pg. 549","legacy","4","2026-09-12"
"Stone Fist Elixir","Élixir","4","Common","13 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","13 gp","1300","https://2e.aonprd.com/Equipment.aspx?ID=102&NoRedirect=1","Stone Fist Elixir","Core Rulebook pg. 550","legacy","4","2026-09-12"
"Witchwarg Elixir (Lesser)","Élixir","4","Common","15 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","15 gp","1500","https://2e.aonprd.com/Equipment.aspx?ID=103&NoRedirect=1","Winter Wolf Elixir (Lesser)","Core Rulebook pg. 550","legacy","4","2026-09-12"
"Cheetah's Elixir (Moderate)","Élixir","5","Common","25 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","25 gp","2500","https://2e.aonprd.com/Equipment.aspx?ID=86&NoRedirect=1","Cheetah's Elixir (Moderate)","Core Rulebook pg. 547","legacy","5","2026-09-12"
"Contagion Metabolizer (Lesser)","Élixir","5","Common","30 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","30 gp","3000","https://2e.aonprd.com/Equipment.aspx?ID=4493&NoRedirect=1","Contagion Metabolizer (Lesser)","Treasure Vault pg. 59","legacy","5","2026-09-12"
"Elixir of Life (Lesser)","Élixir","5","Common","30 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","30 gp","3000","https://2e.aonprd.com/Equipment.aspx?ID=91&NoRedirect=1","Elixir of Life (Lesser)","Core Rulebook pg. 548","legacy","5","2026-09-12"
"Ichthyosis Mutagen","Élixir","5","Rare","24 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","24 gp","2400","https://2e.aonprd.com/Equipment.aspx?ID=928&NoRedirect=1","Ichthyosis Mutagen","Pathfinder #164: Hands of the Devil pg. 72","source_unique","5","2026-09-12"
"Numbing Tonic (Lesser)","Élixir","5","Common","30 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","30 gp","3000","https://2e.aonprd.com/Equipment.aspx?ID=4496&NoRedirect=1","Numbing Tonic (Lesser)","Treasure Vault pg. 60","legacy","5","2026-09-12"
"Sea Touch Elixir (Lesser)","Élixir","5","Common","22 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","22 gp","2200","https://2e.aonprd.com/Equipment.aspx?ID=99&NoRedirect=1","Sea Touch Elixir (Lesser)","Core Rulebook pg. 549","legacy","5","2026-09-12"
"Sixfingers Elixir (Lesser)","Élixir","5","Uncommon","25 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","25 gp","2500","https://2e.aonprd.com/Equipment.aspx?ID=791&NoRedirect=1","Sixfingers Elixir (Lesser)","The Slithering pg. 61","source_unique","5","2026-09-12"
"Soothing Tonic (Moderate)","Élixir","5","Common","28 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","28 gp","2800","https://2e.aonprd.com/Equipment.aspx?ID=4498&NoRedirect=1","Soothing Tonic (Moderate)","Treasure Vault pg. 60","legacy","5","2026-09-12"
"Stone Body Mutagen (Lesser)","Élixir","5","Common","22 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","22 gp","2200","https://2e.aonprd.com/Equipment.aspx?ID=4500&NoRedirect=1","Stone Body Mutagen (Lesser)","Treasure Vault pg. 61","legacy","5","2026-09-12"
"Viperous Elixir (Lesser)","Élixir","5","Common","25 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","25 gp","2500","https://2e.aonprd.com/Equipment.aspx?ID=3238&NoRedirect=1","Viperous Elixir (Lesser)","Howl of the Wild pg. 111","remaster_sans_tarif_legacy","5","2026-09-12"
"Addiction Suppressant (Moderate)","Élixir","6","Rare","30 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","30 gp","3000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Moderate)","Treasure Vault pg. 58","legacy","6","2026-09-12"
"Affliction Suppressant (Moderate)","Élixir","6","Common","35 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","30 gp","3000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Moderate)","Treasure Vault pg. 58","legacy","6","2026-09-12"
"Antidote (Moderate)","Élixir","6","Common","35 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","35 gp","3500","https://2e.aonprd.com/Equipment.aspx?ID=80&NoRedirect=1","Antidote (Moderate)","Core Rulebook pg. 546","legacy","6","2026-09-12"
"Antiplague (Moderate)","Élixir","6","Common","35 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","35 gp","3500","https://2e.aonprd.com/Equipment.aspx?ID=81&NoRedirect=1","Antiplague (Moderate)","Core Rulebook pg. 546","legacy","6","2026-09-12"
"Blood Sight Elixir (Moderate)","Élixir","6","Uncommon","400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","40 gp","4000","https://2e.aonprd.com/Equipment.aspx?ID=3490&NoRedirect=1","Blood Sight Elixir (Moderate)","Prey for Death pg. 102","remaster_sans_tarif_legacy","6","2026-09-12"
"Elixir of Gender Transformation (Greater)","Élixir","6","Common","35 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","35 gp","3500","https://2e.aonprd.com/Equipment.aspx?ID=3307&NoRedirect=1","Elixir of Gender Transformation (Greater)","Player Core 2 pg. 287","remaster_sans_tarif_legacy","6","2026-09-12"
"Frogskin Tincture","Élixir","6","Common","50 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","50 gp","5000","https://2e.aonprd.com/Equipment.aspx?ID=3234&NoRedirect=1","Frogskin Tincture","Howl of the Wild pg. 110","remaster_sans_tarif_legacy","6","2026-09-12"
"Mistform Elixir (Moderate)","Élixir","6","Common","56 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","56 gp","5600","https://2e.aonprd.com/Equipment.aspx?ID=96&NoRedirect=1","Mistform Elixir (Moderate)","Core Rulebook pg. 549","legacy","6","2026-09-12"
"Skeptic's Elixir (Moderate)","Élixir","6","Uncommon","50 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","50 gp","5000","https://2e.aonprd.com/Equipment.aspx?ID=917&NoRedirect=1","Skeptic's Elixir (Moderate)","Pathfinder #163: Ruins of Gauntlight pg. 78","source_unique","6","2026-09-12"
"Vaccine (Moderate)","Élixir","6","Common","50 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","50 gp","5000","https://2e.aonprd.com/Equipment.aspx?ID=4502&NoRedirect=1","Vaccine (Moderate)","Treasure Vault pg. 61","legacy","6","2026-09-12"
"Winterstep Elixir (Lesser)","Élixir","6","Uncommon","36 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","36 gp","3600","https://2e.aonprd.com/Equipment.aspx?ID=1518&NoRedirect=1","Winterstep Elixir (Lesser)","Pathfinder #176: Lost Mammoth Valley pg. 79","source_unique","6","2026-09-12"
"Comprehension Elixir (Greater)","Élixir","7","Common","54 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","54 gp","5400","https://2e.aonprd.com/Equipment.aspx?ID=88&NoRedirect=1","Comprehension Elixir (Greater)","Core Rulebook pg. 547","legacy","7","2026-09-12"
"Leaper's Elixir (Greater)","Élixir","7","Common","55 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","55 gp","5500","https://2e.aonprd.com/Equipment.aspx?ID=95&NoRedirect=1","Leaper's Elixir (Greater)","Core Rulebook pg. 549","source_unique","7","2026-09-12"
"Moderate Elixir of the Peaks","Élixir","7","Rare","6 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","6 gp","600","https://2e.aonprd.com/Equipment.aspx?ID=4042&NoRedirect=1","Moderate Elixir of the Peaks","Pathfinder #219: Lord of the Trinity Star pg. 69","source_unique","7","2026-09-12"
"Ommatophoric Mutagen","Élixir","7","Uncommon","65 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","65 gp","6500","https://2e.aonprd.com/Equipment.aspx?ID=3236&NoRedirect=1","Ommatophoric Mutagen","Howl of the Wild pg. 110","remaster_sans_tarif_legacy","7","2026-09-12"
"Bottled Catharsis (Moderate)","Élixir","8","Common","75 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","75 gp","7500","https://2e.aonprd.com/Equipment.aspx?ID=3299&NoRedirect=1","Bottled Catharsis (Moderate)","Player Core 2 pg. 286","remaster_sans_tarif_legacy","8","2026-09-12"
"Darkvision Elixir (Greater)","Élixir","8","Common","90 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","90 gp","9000","https://2e.aonprd.com/Equipment.aspx?ID=89&NoRedirect=1","Darkvision Elixir (Greater)","Core Rulebook pg. 547","legacy","8","2026-09-12"
"Mnemonic Acid","Élixir","8","Uncommon","75 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","75 gp","7500","https://2e.aonprd.com/Equipment.aspx?ID=822&NoRedirect=1","Mnemonic Acid","Pathfinder #159: All or Nothing pg. 78","source_unique","8","2026-09-12"
"Psychic Colors Elixir","Élixir","8","Uncommon","100 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","100 gp","10000","https://2e.aonprd.com/Equipment.aspx?ID=2418&NoRedirect=1","Psychic Colors Elixir","Pathfinder #189: Dreamers of the Nameless Spires pg. 75","legacy","8","2026-09-12"
"Surging Serum (Moderate)","Élixir","8","Common","75 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","75 gp","7500","https://2e.aonprd.com/Equipment.aspx?ID=3313&NoRedirect=1","Surging Serum (Moderate)","Player Core 2 pg. 288","remaster_sans_tarif_legacy","8","2026-09-12"
"Viperous Elixir (Moderate)","Élixir","8","Common","85 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","85 gp","8500","https://2e.aonprd.com/Equipment.aspx?ID=3238&NoRedirect=1","Viperous Elixir (Moderate)","Howl of the Wild pg. 111","remaster_sans_tarif_legacy","8","2026-09-12"
"Blood Sight Elixir (Greater)","Élixir","9","Uncommon","115 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","115 gp","11500","https://2e.aonprd.com/Equipment.aspx?ID=3490&NoRedirect=1","Blood Sight Elixir (Greater)","Prey for Death pg. 102","remaster_sans_tarif_legacy","9","2026-09-12"
"Cheetah's Elixir (Greater)","Élixir","9","Common","110 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","110 gp","11000","https://2e.aonprd.com/Equipment.aspx?ID=86&NoRedirect=1","Cheetah's Elixir (Greater)","Core Rulebook pg. 547","legacy","9","2026-09-12"
"Chromatic Jellyfish Oil (Lesser)","Élixir","9","Common","120 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","120 gp","12000","https://2e.aonprd.com/Equipment.aspx?ID=4492&NoRedirect=1","Chromatic Jellyfish Oil (Lesser)","Treasure Vault pg. 59","legacy","9","2026-09-12"
"Elixir of Life (Moderate)","Élixir","9","Common","150 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","150 gp","15000","https://2e.aonprd.com/Equipment.aspx?ID=91&NoRedirect=1","Elixir of Life (Moderate)","Core Rulebook pg. 548","legacy","9","2026-09-12"
"Mana-Rattler Liniment","Élixir","9","Uncommon","110 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","110 gp","11000","https://2e.aonprd.com/Equipment.aspx?ID=1611&NoRedirect=1","Mana-Rattler Liniment","Pathfinder #180: The Smoking Gun pg. 77","source_unique","9","2026-09-12"
"Pallesthetic Mutagen","Élixir","9","Uncommon","150 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","150 gp","15000","https://2e.aonprd.com/Equipment.aspx?ID=3237&NoRedirect=1","Pallesthetic Mutagen","Howl of the Wild pg. 110","remaster_sans_tarif_legacy","9","2026-09-12"
"Spiderfoot Brew (Moderate)","Élixir","9","Common","150 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","150 gp","15000","https://2e.aonprd.com/Equipment.aspx?ID=4499&NoRedirect=1","Spiderfoot Brew (Moderate)","Treasure Vault pg. 61","legacy","9","2026-09-12"
"Addiction Suppressant (Greater)","Élixir","10","Rare","140 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","140 gp","14000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Greater)","Treasure Vault pg. 58","legacy","10","2026-09-12"
"Affliction Suppressant (Greater)","Élixir","10","Common","160 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","140 gp","14000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Greater)","Treasure Vault pg. 58","legacy","10","2026-09-12"
"Antidote (Greater)","Élixir","10","Common","160 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","160 gp","16000","https://2e.aonprd.com/Equipment.aspx?ID=80&NoRedirect=1","Antidote (Greater)","Core Rulebook pg. 546","legacy","10","2026-09-12"
"Antiplague (Greater)","Élixir","10","Common","160 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","160 gp","16000","https://2e.aonprd.com/Equipment.aspx?ID=81&NoRedirect=1","Antiplague (Greater)","Core Rulebook pg. 546","legacy","10","2026-09-12"
"Baleblood Draft","Élixir","10","Rare","155 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","155 gp","15500","https://2e.aonprd.com/Equipment.aspx?ID=1612&NoRedirect=1","Baleblood Draft","Dark Archive pg. 62","legacy","10","2026-09-12"
"Bravo's Brew (Moderate)","Élixir","10","Common","150 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","150 gp","15000","https://2e.aonprd.com/Equipment.aspx?ID=84&NoRedirect=1","Bravo's Brew (Moderate)","Core Rulebook pg. 547","legacy","10","2026-09-12"
"Eagle-Eye Elixir (Greater)","Élixir","10","Common","200 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","200 gp","20000","https://2e.aonprd.com/Equipment.aspx?ID=90&NoRedirect=1","Eagle-Eye Elixir (Greater)","Core Rulebook pg. 548","legacy","10","2026-09-12"
"Mistform Elixir (Greater)","Élixir","10","Common","180 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","180 gp","18000","https://2e.aonprd.com/Equipment.aspx?ID=96&NoRedirect=1","Mistform Elixir (Greater)","Core Rulebook pg. 549","legacy","10","2026-09-12"
"Olfactory Obfuscator (Greater)","Élixir","10","Common","225 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","225 gp","22500","https://2e.aonprd.com/Equipment.aspx?ID=690&NoRedirect=1","Olfactory Obfuscator (Greater)","Advanced Player's Guide pg. 254","source_unique","10","2026-09-12"
"Winterstep Elixir (Moderate)","Élixir","10","Uncommon","160 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","160 gp","16000","https://2e.aonprd.com/Equipment.aspx?ID=1518&NoRedirect=1","Winterstep Elixir (Moderate)","Pathfinder #176: Lost Mammoth Valley pg. 79","source_unique","10","2026-09-12"
"Bendy-Arm Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=4491&NoRedirect=1","Choker-Arm Mutagen (Greater)","Treasure Vault pg. 59","legacy","11","2026-09-12"
"Bestial Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=82&NoRedirect=1","Bestial Mutagen (Greater)","Core Rulebook pg. 546","legacy","11","2026-09-12"
"Blood Booster (Moderate)","Élixir","11","Common","225 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","225 gp","22500","https://2e.aonprd.com/Equipment.aspx?ID=4490&NoRedirect=1","Blood Booster (Moderate)","Treasure Vault pg. 59","legacy","11","2026-09-12"
"Cognitive Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=87&NoRedirect=1","Cognitive Mutagen (Greater)","Core Rulebook pg. 547","legacy","11","2026-09-12"
"Contagion Metabolizer (Moderate)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=4493&NoRedirect=1","Contagion Metabolizer (Moderate)","Treasure Vault pg. 59","legacy","11","2026-09-12"
"Drakeheart Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=688&NoRedirect=1","Drakeheart Mutagen (Greater)","Advanced Player's Guide pg. 253","legacy","11","2026-09-12"
"Energy Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=4495&NoRedirect=1","Energy Mutagen (Greater)","Treasure Vault pg. 60","legacy","11","2026-09-12"
"Greater Elixir of the Peaks","Élixir","11","Rare","25 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","25 gp","2500","https://2e.aonprd.com/Equipment.aspx?ID=4042&NoRedirect=1","Greater Elixir of the Peaks","Pathfinder #219: Lord of the Trinity Star pg. 69","source_unique","11","2026-09-12"
"Juggernaut Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=94&NoRedirect=1","Juggernaut Mutagen (Greater)","Core Rulebook pg. 548","legacy","11","2026-09-12"
